Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
01-02-2014,Credit reporting,,Incorrect information on credit report,Account status,,,EXPERIAN DELAWARE GP,NJ,8330,,N/A,Web,01-06-2014,Closed with non-monetary relief,Yes,No,652094
04/19/2017,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,NATIONSTAR MORTGAGE,WA,982XX,,,Web,04/20/2017,Closed with explanation,Yes,No,2441504
04/27/2017,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Sued you in a state where you do not live or did not sign for the debt,,,ENCORE CAPITAL GROUP INC.,IL,604XX,,,Web,04/27/2017,Closed with non-monetary relief,Yes,N/A,2468462
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,,,"EQUIFAX, INC.",NC,282XX,,,Web,04/25/2017,In progress,Yes,N/A,2466052
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,EXPERIAN DELAWARE GP,CA,928XX,,,Web,04/27/2017,In progress,Yes,N/A,2467975
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,,,,N/A,Phone,04/25/2017,Closed with explanation,Yes,N/A,2464523
04/25/2017,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,,NAVY FEDERAL CREDIT UNION,NC,28210,,N/A,Referral,04/26/2017,In progress,Yes,N/A,2466930
04/28/2017,Mortgage,Conventional home mortgage,Trouble during payment process,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",AZ,850XX,,,Web,04/28/2017,Closed with explanation,Yes,N/A,2468743
04/25/2017,"Money transfer, virtual currency, or money service",Check cashing service,Fraud or scam,,,,SBG Financial,DE,198XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2465521
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,,,"EQUIFAX, INC.",FL,333XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2465944
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Unable to get your credit report or credit score,Problem getting your free annual credit report,,,"EQUIFAX, INC.",NY,130XX,,,Web,04/27/2017,Closed with non-monetary relief,Yes,N/A,2468323
04/28/2017,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,,,"Ability Recovery Services, LLC",PA,172XX,,,Web,04/28/2017,Closed with explanation,Yes,N/A,2470151
03/21/2017,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,MI,48390,,N/A,Postal mail,03/22/2017,Closed with explanation,Yes,No,2397168
04/25/2017,Debt collection,Payday loan debt,Communication tactics,Frequent or repeated calls,,,"GMA Investments, LLC",AZ,852XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466217
04/27/2017,Credit card or prepaid card,General-purpose credit card or charge card,Struggling to pay your bill,Credit card company won't work with you while you're going through financial har,,,CAPITAL ONE FINANCIAL CORPORATION,CA,951XX,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2468521
04/24/2017,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Received bad information about your loan,,,"Navient Solutions, LLC.",IN,461XX,Servicemember,,Web,04/24/2017,Closed with explanation,Yes,N/A,2464505
04/27/2017,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,,,Gatestone & Co. International Inc.,OH,43074,,N/A,Postal mail,04/27/2017,In progress,Yes,N/A,2469159
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Old information reappears or never goes away,,,"EQUIFAX, INC.",FL,349XX,,,Web,04/25/2017,Closed with non-monetary relief,Yes,N/A,2466066
04/24/2017,Credit card or prepaid card,General-purpose credit card or charge card,Getting a credit card,Card opened as result of identity theft or fraud,,,Alliance Data Card Services,CA,94501,,N/A,Referral,04/24/2017,Closed with explanation,Yes,N/A,2465024
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,CA,92109,,Consent not provided,Web,04/26/2017,Closed with non-monetary relief,Yes,N/A,2466584
04/26/2017,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,ConServe,SD,570XX,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2468042
04/27/2017,Debt collection,I do not know,Threatened to contact someone or share information improperly,Contacted your employer,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,"CASHCALL, INC.",CA,906XX,Servicemember,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469288
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,WA,98155,,N/A,Fax,04/25/2017,Closed with explanation,Yes,N/A,2465613
04/25/2017,Mortgage,Conventional home mortgage,Trouble during payment process,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"SUNTRUST BANKS, INC.",VA,23430,,N/A,Postal mail,04/25/2017,Closed with explanation,Yes,N/A,2465928
05-02-2017,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,,American Coradius International LLC,,,,N/A,Postal mail,05-02-2017,Closed with explanation,Yes,N/A,2473615
04/27/2017,Debt collection,Other debt,Written notification about debt,Didn't receive notice of right to dispute,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Convergent Resources, Inc.",NY,104XX,,,Web,05-02-2017,Closed with explanation,Yes,N/A,2468475
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,080XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466028
04/26/2017,Debt collection,Other debt,False statements or representation,Attempted to collect wrong amount,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Convergent Resources, Inc.",FL,320XX,,,Web,05-02-2017,Closed with explanation,Yes,N/A,2467646
04/25/2017,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BMO HARRIS BANK NATIONAL ASSOCIATION,IL,60304,,N/A,Referral,04/27/2017,Closed with explanation,Yes,N/A,2467934
04/19/2017,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Seterus, Inc.",NJ,070XX,,,Web,04/20/2017,In progress,Yes,No,2441619
07/14/2015,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,TD BANK US HOLDING COMPANY,NY,10128,,Consent not provided,Web,07/14/2015,Closed with explanation,Yes,No,1467456
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",MA,027XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2466536
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,OK,73105,,Consent not provided,Web,04/25/2017,Closed with explanation,Yes,N/A,2464687
04/24/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,"EQUIFAX, INC.",NJ,070XX,,,Web,04/25/2017,Closed with explanation,Yes,N/A,2464436
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,SC,29407,,Consent not provided,Web,04/27/2017,Closed with explanation,Yes,N/A,2466212
04/26/2017,Debt collection,Medical debt,Attempts to collect debt not owed,Debt is not yours,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Medical Data Systems, Inc.",GA,300XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467113
04/26/2017,Debt collection,Medical debt,False statements or representation,Attempted to collect wrong amount,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"HCFS Health Care Financial Services, Inc.",TX,770XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467011
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,TX,75219,,Consent not provided,Web,04/25/2017,Closed with non-monetary relief,Yes,N/A,2465459
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",NY,109XX,Servicemember,,Web,04/26/2017,Closed with explanation,Yes,N/A,2467403
04/26/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account information incorrect,,,"EQUIFAX, INC.",TX,760XX,,,Web,04/26/2017,Closed with explanation,Yes,N/A,2468099
04/25/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Problem with a credit reporting company's investigation into an existing problem,Was not notified of investigation status or results,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,MI,497XX,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2466170
04/27/2017,Debt collection,Credit card debt,Written notification about debt,Didn't receive enough information to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WAKEFIELD & ASSOCIATES, INC.",TN,37343,,N/A,Postal mail,05-03-2017,Closed with explanation,Yes,N/A,2468711
04/24/2017,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",CA,941XX,,,Web,04/24/2017,Closed with explanation,Yes,N/A,2464354
05-02-2017,Debt collection,Other debt,Attempts to collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,"Trident Asset Management, L.L.C.",OH,45502,,Consent not provided,Web,05-02-2017,Closed with explanation,Yes,N/A,2473015
04/27/2017,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,,,"EQUIFAX, INC.",TX,750XX,,,Web,04/27/2017,Closed with explanation,Yes,N/A,2469056
